FID,SAMPLINGFEATURENO,SAMPLINGFEATURENAME,SAMPLINGFEATURETYPE,SAMPLENO,SAMPLENAME,SAMPLETYPE,PROPERTY,REMANENTMAGNETISATION,UNITOFMEASURE,RESULTQUALIFIER,MAGNETISATIONUNCERTAINTY,UNCERTAINTYUOM,UNCERTAINTYTYPE,ANGULARUNCERTAINTY,ANGULARUNCERTAINTYUOM,ANGULARUNCERTAINTYTYPE,RAWINCLINATION,RAWINCLINATIONUOM,RAWDECLINATION,RAWDECLINATIONUOM,INCLINATION,INCLINATIONUOM,DECLINATION,DECLINATIONUOM,DEMAGFIELD,DEMAGFIELDUOM,DEMAGTEMPERATURE,DEMAGTEMPERATUREUOM,DEMAGPRESSURE,DEMAGPRESSUREUOM,STRATIGRAPHICUNITNAME,PROVINCENAME,MATERIALCLASS,LITHOLOGYGROUP,LITHOLOGY,SAMPLE_LONGITUDE,SAMPLE_LATITUDE,SAMPLE_ELEVATION,BOREHOLECOLLARLONGITUDE,BOREHOLECOLLARLATITUDE,BOREHOLECOLLARELEVATION,BOREHOLEINTERVALBEGIN_M,BOREHOLEINTERVALEND_M,SAMPLEAZIMUTH,SAMPLEPLUNGE,SAMPLEHADE,SAMPLINGDATE,LOCATIONACCURACY_M,LOCATIONMETHOD,SAMPLEORIGINATOR,SAMPLINGLOCATIONREMARK,PROCESSTYPE,METHOD,INSTRUMENT,ANALYSISDATETIME,ANALYSISORIGINATOR,ANALYSISLOCATIONREMARK,NUMERICALCONFIDENCE,METADATAQUALITY,SUMMARYCONFIDENCE,SOURCETYPE,SOURCE,RESULTID,GEOM,PROJECT
remanent_magnetisation.145598,545501,S2501,field site,2123481,S2501,outcrop sample,remanent magnetisation,1226.15,milliampere per metre,mean,108,milliampere per metre,1 sigma,8.3,degree,alpha95,,,,,16.1,degree,231.1,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.6880535,-27.94289618,488,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.6880535038 -27.9428961806),
remanent_magnetisation.145599,545502,S2502,field site,2123482,S2502,outcrop sample,remanent magnetisation,470.65,milliampere per metre,mean,28,milliampere per metre,1 sigma,5.2,degree,alpha95,,,,,-3.3,degree,130.3,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.6880535,-27.94289618,488,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.6880535038 -27.9428961806),
remanent_magnetisation.145571,545475,S0101,field site,2123455,S0101,outcrop sample,remanent magnetisation,253.65,milliampere per metre,mean,3,milliampere per metre,1 sigma,2.1,degree,alpha95,,,,,-50.7,degree,93.1,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.62663372,-27.96982182,514,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.6266337163 -27.9698218206),
remanent_magnetisation.145572,545476,S0201,field site,2123456,S0201,outcrop sample,remanent magnetisation,2.38,milliampere per metre,mean,1,milliampere per metre,1 sigma,34,degree,alpha95,,,,,-30,degree,86.1,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.60216958,-27.97681423,498,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.602169583 -27.9768142309),
remanent_magnetisation.145573,545477,S0301,field site,2123457,S0301,outcrop sample,remanent magnetisation,3.1,milliampere per metre,mean,0,milliampere per metre,1 sigma,3.1,degree,alpha95,,,,,-63.3,degree,110.9,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.58558824,-27.98250618,501,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.58558824 -27.9825061801),
remanent_magnetisation.145590,545494,S1901,field site,2123474,S1901,outcrop sample,remanent magnetisation,473.16,milliampere per metre,mean,34,milliampere per metre,1 sigma,180,degree,alpha95,,,,,51.5,degree,210.3,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.54082485,-28.03225738,521,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.5408248501 -28.0322573802),
remanent_magnetisation.145591,545495,S1902,field site,2123475,S1902,outcrop sample,remanent magnetisation,44.32,milliampere per metre,mean,8,milliampere per metre,1 sigma,46.6,degree,alpha95,,,,,-87,degree,310.1,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.54082485,-28.03225738,521,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.5408248501 -28.0322573802),
remanent_magnetisation.145597,545500,S2301,field site,2123480,S2301,outcrop sample,remanent magnetisation,2.19,milliampere per metre,mean,0,milliampere per metre,1 sigma,12.8,degree,alpha95,,,,,-39.4,degree,135.6,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.50956855,-28.0560366,473,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.5095685535 -28.056036605),
remanent_magnetisation.145595,545499,S2201,field site,2123479,S2201,outcrop sample,remanent magnetisation,42.67,milliampere per metre,mean,6,milliampere per metre,1 sigma,7.2,degree,alpha95,,,,,70.2,degree,137.5,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.52033283,-28.10588208,457,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.5203328332 -28.1058820786),
remanent_magnetisation.145594,545498,S2101,field site,2123478,S2101,outcrop sample,remanent magnetisation,0.45,milliampere per metre,mean,0,milliampere per metre,1 sigma,16.9,degree,alpha95,,,,,-5.7,degree,332.3,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.50388597,-28.03831257,483,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.5038859681 -28.0383125671),
remanent_magnetisation.145577,545480,S0602,field site,2123460,S0602,outcrop sample,remanent magnetisation,0.34,milliampere per metre,mean,0,milliampere per metre,1 sigma,180,degree,alpha95,,,,,37.3,degree,95.8,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.51563165,-28.02766255,498,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.5156316545 -28.0276625472),
remanent_magnetisation.145576,545479,S0601,field site,2123459,S0601,outcrop sample,remanent magnetisation,0.88,milliampere per metre,mean,0,milliampere per metre,1 sigma,180,degree,alpha95,,,,,4.4,degree,233.4,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.51519417,-28.02590427,501,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.5151941706 -28.0259042689),
remanent_magnetisation.145592,545496,S2001,field site,2123476,S2001,outcrop sample,remanent magnetisation,0.56,milliampere per metre,mean,0,milliampere per metre,1 sigma,80.9,degree,alpha95,,,,,-1.9,degree,140.3,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.54375955,-28.01183762,506,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.5437595461 -28.01183762),
remanent_magnetisation.145593,545497,S2002,field site,2123477,S2002,outcrop sample,remanent magnetisation,4.75,milliampere per metre,mean,2,milliampere per metre,1 sigma,15.1,degree,alpha95,,,,,-7.9,degree,46.1,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.54375955,-28.01183762,506,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.5437595461 -28.01183762),
remanent_magnetisation.145600,545504,S2701,field site,2123484,S2701,outcrop sample,remanent magnetisation,1.3,milliampere per metre,mean,0,milliampere per metre,1 sigma,180,degree,alpha95,,,,,1.9,degree,310,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.47910687,-28.00288915,481,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.4791068656 -28.0028891537),
remanent_magnetisation.145596,545503,S2601,field site,2123483,S2601,outcrop sample,remanent magnetisation,0.34,milliampere per metre,mean,0,milliampere per metre,1 sigma,7.4,degree,alpha95,,,,,-56.6,degree,242.5,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.4854644,-27.99483135,484,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.4854644014 -27.9948313499),
remanent_magnetisation.145575,545478,S0401,field site,2123458,S0401,outcrop sample,remanent magnetisation,0.36,milliampere per metre,mean,0,milliampere per metre,1 sigma,18.7,degree,alpha95,,,,,66.2,degree,322.4,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.5538061,-27.99285274,524,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.5538061038 -27.992852745),
remanent_magnetisation.145508,545458,LSD788,borehole,2123395,D1208,core diamond,remanent magnetisation,9461.22,milliampere per metre,mean,471,milliampere per metre,1 sigma,3.6,degree,alpha95,,,,,-79.3,degree,210.6,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.71325686,-27.82591531,350.58,120.71240291,-27.82618943,496,180,180.8,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7124029147 -27.8261894292),
remanent_magnetisation.145510,545458,LSD788,borehole,2123393,D1206,core diamond,remanent magnetisation,2665.9,milliampere per metre,mean,472,milliampere per metre,1 sigma,7.7,degree,alpha95,,,,,-78.6,degree,207.3,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.71310369,-27.82595014,380.52,120.71240291,-27.82618943,496,146.23,146.58,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7124029147 -27.8261894292),
remanent_magnetisation.145509,545458,LSD788,borehole,2123392,D1202,core diamond,remanent magnetisation,4876.75,milliampere per metre,mean,971,milliampere per metre,1 sigma,16,degree,alpha95,,,,,-80.9,degree,201.4,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.71298258,-27.82598741,401.54,120.71240291,-27.82618943,496,121.7,122.12,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7124029147 -27.8261894292),
remanent_magnetisation.145511,545458,LSD788,borehole,2123394,D1207,core diamond,remanent magnetisation,7722.69,milliampere per metre,mean,4765,milliampere per metre,1 sigma,26.1,degree,alpha95,,,,,-70.6,degree,100.3,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.7132125,-27.82592478,359.28,120.71240291,-27.82618943,496,170.2,170.53,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7124029147 -27.8261894292),
remanent_magnetisation.145481,545451,LPU954-10,borehole,2123365,D0904,core diamond,remanent magnetisation,3381.38,milliampere per metre,mean,606,milliampere per metre,1 sigma,16.4,degree,alpha95,,,,,-76.7,degree,267.6,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70496585,-27.82060219,-504.3,120.70436344,-27.82099439,-469.463,81.37,81.67,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.704363436 -27.8209943878),
remanent_magnetisation.145480,545451,LPU954-10,borehole,2123364,D0901,core diamond,remanent magnetisation,2706.37,milliampere per metre,mean,190,milliampere per metre,1 sigma,11.2,degree,alpha95,,,,,-61.1,degree,175.1,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70495561,-27.82060941,-503.66,120.70436344,-27.82099439,-469.463,79.93,80.1,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.704363436 -27.8209943878),
remanent_magnetisation.145482,545451,LPU954-10,borehole,2123366,D0905,core diamond,remanent magnetisation,2912.58,milliampere per metre,mean,131,milliampere per metre,1 sigma,4.1,degree,alpha95,,,,,-76.5,degree,93.2,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70496998,-27.82059929,-504.56,120.70436344,-27.82099439,-469.463,81.95,82.23,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.704363436 -27.8209943878),
remanent_magnetisation.145483,545451,LPU954-10,borehole,2123367,D0908,core diamond,remanent magnetisation,1612.24,milliampere per metre,mean,190,milliampere per metre,1 sigma,8.7,degree,alpha95,,,,,-76,degree,63.2,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.7049798,-27.82059237,-505.17,120.70436344,-27.82099439,-469.463,83.33,83.62,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.704363436 -27.8209943878),
remanent_magnetisation.145479,545455,LPU954-8,borehole,2123363,D0801,core diamond,remanent magnetisation,16944.34,milliampere per metre,mean,1495,milliampere per metre,1 sigma,10.6,degree,alpha95,,,,,16.7,degree,169.7,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70466524,-27.82081544,-483.49,120.70448256,-27.8209438,-468.41,27.4,27.68,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7044825566 -27.8209437988),
remanent_magnetisation.145475,545453,LPU954-4,borehole,2123359,D0603,core diamond,remanent magnetisation,577.73,milliampere per metre,mean,12,milliampere per metre,1 sigma,7.7,degree,alpha95,,,,,57.7,degree,175.9,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70466923,-27.82072013,-482.85,120.7044827,-27.8209399,-468.372,33.73,34.02,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7044826994 -27.8209399031),
remanent_magnetisation.145474,545453,LPU954-4,borehole,2123358,D0601,core diamond,remanent magnetisation,382.46,milliampere per metre,mean,380,milliampere per metre,1 sigma,9.2,degree,alpha95,,,,,-36.6,degree,237.8,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70460667,-27.82079375,-478.03,120.7044827,-27.8209399,-468.372,22.43,22.69,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7044826994 -27.8209399031),
remanent_magnetisation.145471,545452,LPU954-3,borehole,2123355,D0501,core diamond,remanent magnetisation,1701.9,milliampere per metre,mean,78,milliampere per metre,1 sigma,16.8,degree,alpha95,,,,,77.2,degree,197.9,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70482555,-27.82097655,-479.77,120.70447635,-27.82092352,-468.771,36.53,36.91,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7044763457 -27.8209235192),
remanent_magnetisation.145472,545452,LPU954-3,borehole,2123356,D0503,core diamond,remanent magnetisation,1383.1,milliampere per metre,mean,13,milliampere per metre,1 sigma,6.7,degree,alpha95,,,,,44.3,degree,203,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70497796,-27.8209996,-484.28,120.70447635,-27.82092352,-468.771,52.42,52.86,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7044763457 -27.8209235192),
remanent_magnetisation.145473,545452,LPU954-3,borehole,2123357,D0505,core diamond,remanent magnetisation,664.21,milliampere per metre,mean,79,milliampere per metre,1 sigma,21.2,degree,alpha95,,,,,-4.7,degree,122.5,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70529967,-27.82104636,-493.23,120.70447635,-27.82092352,-468.771,85.77,86.12,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7044763457 -27.8209235192),
remanent_magnetisation.145476,545454,LPU954-5,borehole,2123360,D0701,core diamond,remanent magnetisation,37230.03,milliampere per metre,mean,4204,milliampere per metre,1 sigma,43.3,degree,alpha95,,,,,-69.2,degree,105.7,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70490937,-27.8203959,-493.75,120.70411576,-27.82017589,-470.691,85.05,85.35,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7041157566 -27.8201758865),
remanent_magnetisation.145477,545454,LPU954-5,borehole,2123361,D0702,core diamond,remanent magnetisation,48669.17,milliampere per metre,mean,3300,milliampere per metre,1 sigma,15.6,degree,alpha95,,,,,85.8,degree,267.1,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70491951,-27.82039876,-494.04,120.70411576,-27.82017589,-470.691,86.14,86.87,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7041157566 -27.8201758865),
remanent_magnetisation.145478,545454,LPU954-5,borehole,2123362,D0703,core diamond,remanent magnetisation,42523.72,milliampere per metre,mean,4489,milliampere per metre,1 sigma,6.9,degree,alpha95,,,,,-81.2,degree,110.6,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70494072,-27.82040475,-494.66,120.70411576,-27.82017589,-470.691,88.42,88.68,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7041157566 -27.8201758865),
remanent_magnetisation.145484,545456,LPU966-48,borehole,2123368,D1001,core diamond,remanent magnetisation,137.17,milliampere per metre,mean,11,milliampere per metre,1 sigma,2.4,degree,alpha95,,,,,-37,degree,250.6,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70588901,-27.81952321,-342.73,120.70586179,-27.81953162,-342.252,2.8,3.1,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145501,545456,LPU966-48,borehole,2123385,D1026,core diamond,remanent magnetisation,2.38,milliampere per metre,mean,1,milliampere per metre,1 sigma,180,degree,alpha95,,,,,-61.8,degree,328.4,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.71027449,-27.81788375,-490.7,120.70586179,-27.81953162,-342.252,498.1,498.5,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
