FID,SAMPLINGFEATURENO,SAMPLINGFEATURENAME,SAMPLINGFEATURETYPE,SAMPLENO,SAMPLENAME,SAMPLETYPE,PROPERTY,REMANENTMAGNETISATION,UNITOFMEASURE,RESULTQUALIFIER,MAGNETISATIONUNCERTAINTY,UNCERTAINTYUOM,UNCERTAINTYTYPE,ANGULARUNCERTAINTY,ANGULARUNCERTAINTYUOM,ANGULARUNCERTAINTYTYPE,RAWINCLINATION,RAWINCLINATIONUOM,RAWDECLINATION,RAWDECLINATIONUOM,INCLINATION,INCLINATIONUOM,DECLINATION,DECLINATIONUOM,DEMAGFIELD,DEMAGFIELDUOM,DEMAGTEMPERATURE,DEMAGTEMPERATUREUOM,DEMAGPRESSURE,DEMAGPRESSUREUOM,STRATIGRAPHICUNITNAME,PROVINCENAME,MATERIALCLASS,LITHOLOGYGROUP,LITHOLOGY,SAMPLE_LONGITUDE,SAMPLE_LATITUDE,SAMPLE_ELEVATION,BOREHOLECOLLARLONGITUDE,BOREHOLECOLLARLATITUDE,BOREHOLECOLLARELEVATION,BOREHOLEINTERVALBEGIN_M,BOREHOLEINTERVALEND_M,SAMPLEAZIMUTH,SAMPLEPLUNGE,SAMPLEHADE,SAMPLINGDATE,LOCATIONACCURACY_M,LOCATIONMETHOD,SAMPLEORIGINATOR,SAMPLINGLOCATIONREMARK,PROCESSTYPE,METHOD,INSTRUMENT,ANALYSISDATETIME,ANALYSISORIGINATOR,ANALYSISLOCATIONREMARK,NUMERICALCONFIDENCE,METADATAQUALITY,SUMMARYCONFIDENCE,SOURCETYPE,SOURCE,RESULTID,GEOM,PROJECT
remanent_magnetisation.145485,545456,LPU966-48,borehole,2123369,D1002,core diamond,remanent magnetisation,921.52,milliampere per metre,mean,132,milliampere per metre,1 sigma,16.4,degree,alpha95,,,,,-51.2,degree,205,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70590502,-27.81951814,-343.02,120.70586179,-27.81953162,-342.252,4.5,4.7,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145490,545456,LPU966-48,borehole,2123374,D1009,core diamond,remanent magnetisation,508.69,milliampere per metre,mean,27,milliampere per metre,1 sigma,5.1,degree,alpha95,,,,,-40.2,degree,283.3,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70689301,-27.81920832,-362.1,120.70586179,-27.81953162,-342.252,109.5,109.8,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145497,545456,LPU966-48,borehole,2123381,D1022,core diamond,remanent magnetisation,738.84,milliampere per metre,mean,36,milliampere per metre,1 sigma,9.9,degree,alpha95,,,,,-44.1,degree,226.9,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70961017,-27.81819459,-452.49,120.70586179,-27.81953162,-342.252,414.8,415.15,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145494,545456,LPU966-48,borehole,2123378,D1015,core diamond,remanent magnetisation,7229.84,milliampere per metre,mean,751,milliampere per metre,1 sigma,8,degree,alpha95,,,,,-22.5,degree,234.2,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70795465,-27.81886488,-387.32,120.70586179,-27.81953162,-342.252,223.7,224.05,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145498,545456,LPU966-48,borehole,2123382,D1023,core diamond,remanent magnetisation,9186.69,milliampere per metre,mean,265,milliampere per metre,1 sigma,9.1,degree,alpha95,,,,,-16.5,degree,259.7,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70967712,-27.818164,-455.99,120.70586179,-27.81953162,-342.252,423,423.35,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145491,545456,LPU966-48,borehole,2123375,D1011,core diamond,remanent magnetisation,9908.82,milliampere per metre,mean,416,milliampere per metre,1 sigma,4.9,degree,alpha95,,,,,-24.7,degree,281.1,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70722276,-27.81910634,-369.53,120.70586179,-27.81953162,-342.252,144.7,145.1,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145489,545456,LPU966-48,borehole,2123373,D1007,core diamond,remanent magnetisation,528.03,milliampere per metre,mean,66,milliampere per metre,1 sigma,5.2,degree,alpha95,,,,,-35.6,degree,178.4,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70678493,-27.81924152,-359.8,120.70586179,-27.81953162,-342.252,98,98.4,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145487,545456,LPU966-48,borehole,2123371,D1004,core diamond,remanent magnetisation,470,milliampere per metre,mean,57,milliampere per metre,1 sigma,7.7,degree,alpha95,,,,,-28.7,degree,188.9,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70602089,-27.81948154,-345.12,120.70586179,-27.81953162,-342.252,16.8,17.15,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145495,545456,LPU966-48,borehole,2123379,D1018,core diamond,remanent magnetisation,6928.68,milliampere per metre,mean,952,milliampere per metre,1 sigma,4.7,degree,alpha95,,,,,-27.5,degree,153.6,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70871618,-27.81857921,-412.23,120.70586179,-27.81953162,-342.252,308.9,309.2,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145496,545456,LPU966-48,borehole,2123380,D1020,core diamond,remanent magnetisation,333.04,milliampere per metre,mean,28,milliampere per metre,1 sigma,10.3,degree,alpha95,,,,,-42.2,degree,278,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70944242,-27.81827017,-443.97,120.70586179,-27.81953162,-342.252,394.4,394.75,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145503,545456,LPU966-48,borehole,2123387,D1036,core diamond,remanent magnetisation,0.17,milliampere per metre,mean,0,milliampere per metre,1 sigma,57.4,degree,alpha95,,,,,-41.6,degree,352.3,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.71253216,-27.81690352,-648.35,120.70586179,-27.81953162,-342.252,791.7,791.95,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145502,545456,LPU966-48,borehole,2123386,D1027,core diamond,remanent magnetisation,1798.75,milliampere per metre,mean,198,milliampere per metre,1 sigma,21.3,degree,alpha95,,,,,-70.2,degree,242.8,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.71048581,-27.81779318,-504.46,120.70586179,-27.81953162,-342.252,525,525.4,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145486,545456,LPU966-48,borehole,2123370,D1003,core diamond,remanent magnetisation,3735.28,milliampere per metre,mean,1553,milliampere per metre,1 sigma,13,degree,alpha95,,,,,-22.3,degree,218.4,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.7059521,-27.81950323,-343.88,120.70586179,-27.81953162,-342.252,9.5,9.8,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145499,545456,LPU966-48,borehole,2123383,D1024,core diamond,remanent magnetisation,4.24,milliampere per metre,mean,0,milliampere per metre,1 sigma,27.4,degree,alpha95,,,,,2,degree,184,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.71021053,-27.81791221,-486.61,120.70586179,-27.81953162,-342.252,489.95,490.35,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145493,545456,LPU966-48,borehole,2123377,D1014,core diamond,remanent magnetisation,11174.37,milliampere per metre,mean,682,milliampere per metre,1 sigma,5,degree,alpha95,,,,,-14,degree,93.4,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70758882,-27.81898835,-377.96,120.70586179,-27.81953162,-342.252,184,184.4,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145488,545456,LPU966-48,borehole,2123372,D1005,core diamond,remanent magnetisation,592.36,milliampere per metre,mean,126,milliampere per metre,1 sigma,12.3,degree,alpha95,,,,,-20.3,degree,228,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70628275,-27.81939921,-349.97,120.70586179,-27.81953162,-342.252,44.6,44.9,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145500,545456,LPU966-48,borehole,2123384,D1025,core diamond,remanent magnetisation,39.35,milliampere per metre,mean,24,milliampere per metre,1 sigma,100.9,degree,alpha95,,,,,-4.4,degree,74.1,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.71023446,-27.81790148,-488.14,120.70586179,-27.81953162,-342.252,493,493.3,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145492,545456,LPU966-48,borehole,2123376,D1012,core diamond,remanent magnetisation,184.54,milliampere per metre,mean,20,milliampere per metre,1 sigma,14.9,degree,alpha95,,,,,-60.6,degree,16.6,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70727684,-27.81908919,-370.79,120.70586179,-27.81953162,-342.252,150.5,150.8,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7058617894 -27.8195316211),
remanent_magnetisation.145538,545467,LSD912,borehole,2123422,D2112,core diamond,remanent magnetisation,1607.12,milliampere per metre,mean,560,milliampere per metre,1 sigma,16.1,degree,alpha95,,,,,-63.1,degree,82.2,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,,,,120.71080965,-27.8193331,538,357.79,358.21,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7108096463 -27.8193330961),
remanent_magnetisation.145537,545467,LSD912,borehole,2123421,D2102,core diamond,remanent magnetisation,5553.44,milliampere per metre,mean,475,milliampere per metre,1 sigma,4.4,degree,alpha95,,,,,-82.3,degree,100.3,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.71203896,-27.81916325,392.56,120.71080965,-27.8193331,538,204,204.6,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7108096463 -27.8193330961),
remanent_magnetisation.145468,545450,LPU941-19,borehole,2123352,D0401,core diamond,remanent magnetisation,26333.7,milliampere per metre,mean,4150,milliampere per metre,1 sigma,12.5,degree,alpha95,,,,,-78.3,degree,147.2,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70438431,-27.81794015,-796.85,120.70291699,-27.81815191,-607.743,239.27,239.78,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7029169874 -27.8181519115),
remanent_magnetisation.145469,545450,LPU941-19,borehole,2123353,D0402,core diamond,remanent magnetisation,16015.56,milliampere per metre,mean,527,milliampere per metre,1 sigma,17.6,degree,alpha95,,,,,-59.5,degree,172.5,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70443525,-27.81793453,-803.48,120.70291699,-27.81815191,-607.743,247.61,247.94,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7029169874 -27.8181519115),
remanent_magnetisation.145470,545450,LPU941-19,borehole,2123354,D0403,core diamond,remanent magnetisation,91.15,milliampere per metre,mean,34,milliampere per metre,1 sigma,24,degree,alpha95,,,,,-44.7,degree,173.2,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70444741,-27.81793318,-805.07,120.70291699,-27.81815191,-607.743,249.6,249.93,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7029169874 -27.8181519115),
remanent_magnetisation.145574,545481,S0701,field site,2123461,S0701,outcrop sample,remanent magnetisation,1.88,milliampere per metre,mean,0,milliampere per metre,1 sigma,13.5,degree,alpha95,,,,,-26.4,degree,215.2,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.57578065,-27.81669198,495,,,,,,,,,,100,GPS observation,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.5757806513 -27.8166919828),
remanent_magnetisation.134178,545448,LPU938-5,borehole,2123342,D0218,core diamond,remanent magnetisation,0.34,milliampere per metre,mean,0,milliampere per metre,1 sigma,81.2,degree,alpha95,,,,,-62.1,degree,277,degree,140,millitesla,22,degree Celsius,1,atmosphere,,Yilgarn Craton,,,,120.70365003,-27.8162609,-816.68,120.70162575,-27.81666802,-626.317,279.5,279.7,,,,,100,surveyed from ground control,"Roach, I.C.",,laboratory measurement,remanent magnetisation - moderate precision,Molspin spinner magnetometer - RSES Black Mountain; ScT cryogenic magnetometer - RSES Black Mountain,,"Williams, N.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,URL,http://dx.doi.org/10.1080/08120090903246220,,POINT (120.7016257544 -27.8166680179),
